run_id,variant,case_set,instance_id,solved,steps_used,steps_allowed,solve_fraction,total_tokens,cost_bpt,stopped_reason
C_c1_mixed_mcts,C,c1,owner_sort_001,1,3,18,0.1667,8759,346740.0,auto_finalized
C_c1_mixed_mcts,C,c1,priority_snapshot_001,1,4,18,0.2222,20292,715320.0,auto_finalized
C_c1_mixed_mcts,C,c1,renewal_preview_001,1,2,18,0.1111,8812,529770.0,auto_finalized
C_c1_mixed_mcts,C,c1,risk_score_001,1,3,18,0.1667,9040,355980.0,auto_finalized
C_c1_mixed_mcts,C,c1,shipment_preview_001,0,6,18,0.3333,77035,2637210.0,reviewer_rejected
C_c1_mixed_mcts,C,c1,simple_mean_bug_001,1,3,18,0.1667,9255,357300.0,auto_finalized
C_c1_mixed_mcts,C,c1,status_slug_001,1,3,18,0.1667,8510,335580.0,auto_finalized
C_c1_mixed_mcts,C,c1,team_digest_001,1,6,18,0.3333,23502,795600.0,auto_finalized
C_c1_mixed_mcts,C,c1,workspace_digest_001,1,4,18,0.2222,24869,865500.0,auto_finalized
C_c2_mixed_mcts,C,c2,assignee_board_001,0,15,18,0.8333,137125,4443060.0,reviewer_rejected
C_c2_mixed_mcts,C,c2,campaign_header_001,0,10,18,0.5556,148733,4807320.0,reviewer_rejected
C_c2_mixed_mcts,C,c2,comment_highlight_001,1,4,18,0.2222,12269,473280.0,auto_finalized
C_c2_mixed_mcts,C,c2,dispatch_preview_001,0,12,18,0.6667,151401,4889790.0,reviewer_rejected
C_c2_mixed_mcts,C,c2,fee_rounding_001,1,3,18,0.1667,8821,376230.0,auto_finalized
C_c2_mixed_mcts,C,c2,headline_api_001,0,10,18,0.5556,101067,3376440.0,reviewer_rejected
C_c2_mixed_mcts,C,c2,incident_brief_c2_001,1,3,18,0.1667,9621,397170.0,auto_finalized
C_c2_mixed_mcts,C,c2,invoice_summary_001,1,3,18,0.1667,9839,392280.0,auto_finalized
C_c2_mixed_mcts,C,c2,label_join_001,1,3,18,0.1667,8442,340110.0,auto_finalized
C_c2_mixed_mcts,C,c2,partner_brief_001,1,5,18,0.2778,14760,693360.0,auto_finalized
C_c2_mixed_mcts,C,c2,profile_preview_001,0,18,18,1.0000,74451,2713680.0,reviewer_rejected
C_c2_mixed_mcts,C,c2,queue_digest_001,1,3,18,0.1667,13831,549210.0,auto_finalized
C_c2_mixed_mcts,C,c2,ratio_guard_001,1,7,18,0.3889,39961,1431840.0,auto_finalized
C_c2_mixed_mcts,C,c2,renewal_banner_001,1,2,18,0.1111,8263,482160.0,auto_finalized
C_c2_mixed_mcts,C,c2,retry_slot_001,1,5,18,0.2778,38605,1396020.0,auto_finalized
C_c2_mixed_mcts,C,c2,shipment_digest_001,1,4,18,0.2222,11929,459480.0,auto_finalized
C_c2_mixed_mcts,C,c2,sprint_rollup_001,1,3,18,0.1667,9820,439770.0,auto_finalized
C_c2_mixed_mcts,C,c2,tag_visibility_001,1,3,18,0.1667,8631,360000.0,auto_finalized
C_c2_mixed_mcts,C,c2,timeline_caption_001,0,18,18,1.0000,86527,2901270.0,reviewer_rejected
C_c2_mixed_mcts,C,c2,window_center_001,1,3,18,0.1667,8630,346110.0,auto_finalized
C_c3_mixed_mcts,C,c3,alert_subject_001,0,16,18,0.8889,72550,2500050.0,reviewer_rejected
C_c3_mixed_mcts,C,c3,backlog_health_medium_c3_001,1,4,18,0.2222,14044,517620.0,auto_finalized
C_c3_mixed_mcts,C,c3,c3_banner_trim_001,1,3,18,0.1667,8444,334050.0,auto_finalized
C_c3_mixed_mcts,C,c3,c3_clamp_floor_001,1,3,18,0.1667,8592,356670.0,auto_finalized
C_c3_mixed_mcts,C,c3,c3_csv_count_001,1,3,18,0.1667,8380,334650.0,auto_finalized
C_c3_mixed_mcts,C,c3,c3_eta_label_001,1,3,18,0.1667,8470,341220.0,auto_finalized
C_c3_mixed_mcts,C,c3,c3_initials_join_001,0,11,18,0.6111,99162,3482100.0,reviewer_rejected
C_c3_mixed_mcts,C,c3,c3_slug_tail_001,1,3,18,0.1667,8594,349710.0,auto_finalized
C_c3_mixed_mcts,C,c3,c3_title_case_001,1,10,18,0.5556,82300,2554140.0,auto_finalized
C_c3_mixed_mcts,C,c3,escalation_caption_001,0,18,18,1.0000,155238,5037390.0,reviewer_rejected
C_c3_mixed_mcts,C,c3,invoice_alerts_medium_c3_001,1,4,18,0.2222,18553,655950.0,auto_finalized
C_c3_mixed_mcts,C,c3,ledger_preview_001,1,4,18,0.2222,10830,421290.0,auto_finalized
C_c3_mixed_mcts,C,c3,oncall_brief_medium_c3_001,1,4,18,0.2222,19397,696030.0,auto_finalized
C_c3_mixed_mcts,C,c3,quota_snapshot_medium_c3_001,1,4,18,0.2222,11864,458790.0,auto_finalized
C_c3_mixed_mcts,C,c3,release_notes_medium_c3_001,1,4,18,0.2222,11985,462060.0,auto_finalized
C_c3_mixed_mcts,C,c3,roster_signature_001,0,4,18,0.2222,80423,2725530.0,reviewer_rejected
C_c3_mixed_mcts,C,c3,segment_badge_001,1,13,18,0.7222,45166,1455060.0,auto_finalized
C_c3_mixed_mcts,C,c3,ticket_digest_medium_c3_001,1,4,18,0.2222,12064,462630.0,auto_finalized
C_c3_mixed_mcts,C,c3,transfer_digest_001,0,11,18,0.6111,129321,4256910.0,reviewer_rejected
C_c3_mixed_mcts,C,c3,uptime_rollup_medium_c3_001,1,4,18,0.2222,13675,662160.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,board_rollup_001,1,3,18,0.1667,17250,625770.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,budget_snapshot_001,1,4,18,0.2222,21015,1067040.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,contact_card_001,0,5,18,0.2778,29057,1163400.0,reviewer_rejected
C_strict_c1_mixed_mcts,C_strict,c1,digest_preview_001,1,4,18,0.2222,26880,958500.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,incident_brief_001,1,4,18,0.2222,14274,591570.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,invoice_footer_001,1,10,18,0.5556,96153,3016800.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,label_formatter_001,1,3,18,0.1667,9156,369180.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,median_window_001,1,3,18,0.1667,8948,361410.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,milestone_rollup_001,1,4,18,0.2222,11559,443340.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,nested_app_001,1,5,18,0.2778,14826,564120.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,owner_recap_001,1,7,18,0.3889,34029,1225980.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,owner_sort_001,1,3,18,0.1667,8753,346380.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,priority_snapshot_001,1,4,18,0.2222,20495,733560.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,renewal_preview_001,1,4,18,0.2222,13498,675390.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,risk_score_001,0,0,0,,0,0.0,
C_strict_c1_mixed_mcts,C_strict,c1,shipment_preview_001,0,6,18,0.3333,57448,2066700.0,reviewer_rejected
C_strict_c1_mixed_mcts,C_strict,c1,simple_mean_bug_001,1,3,18,0.1667,9404,368700.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,status_slug_001,1,3,18,0.1667,8536,340140.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,team_digest_001,1,6,18,0.3333,23673,806310.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,workspace_digest_001,1,4,18,0.2222,14640,558900.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,assignee_board_001,0,13,18,0.7222,103842,3536190.0,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,campaign_header_001,0,18,18,1.0000,54510,1962270.0,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,comment_highlight_001,1,4,18,0.2222,19466,676230.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,dispatch_preview_001,0,5,18,0.2778,75129,2583630.0,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,fee_rounding_001,1,3,18,0.1667,8495,343950.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,headline_api_001,1,10,18,0.5556,132949,4110870.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,incident_brief_c2_001,0,18,18,1.0000,89443,2950050.0,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,invoice_summary_001,1,3,18,0.1667,17026,609600.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,label_join_001,1,3,18,0.1667,8370,336870.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,partner_brief_001,1,4,18,0.2222,11239,457320.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,profile_preview_001,1,12,18,0.6667,58709,1982760.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,queue_digest_001,1,4,18,0.2222,11891,466530.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,ratio_guard_001,0,18,18,1.0000,119289,4007250.0,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,renewal_banner_001,1,3,18,0.1667,9332,399390.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,retry_slot_001,1,5,18,0.2778,32381,1207860.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,shipment_digest_001,1,4,18,0.2222,11849,452580.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,sprint_rollup_001,1,3,18,0.1667,9330,381330.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,tag_visibility_001,1,3,18,0.1667,8520,340560.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,timeline_caption_001,0,10,18,0.5556,118765,3909000.0,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,window_center_001,1,3,18,0.1667,8452,333390.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,alert_subject_001,0,10,18,0.5556,112244,3711390.0,reviewer_rejected
C_strict_c3_mixed_mcts,C_strict,c3,backlog_health_medium_c3_001,1,4,18,0.2222,13431,652860.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_banner_trim_001,1,3,18,0.1667,8642,344130.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_clamp_floor_001,1,3,18,0.1667,14615,531960.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_csv_count_001,1,3,18,0.1667,8379,333810.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_eta_label_001,1,3,18,0.1667,8396,338460.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_initials_join_001,0,13,18,0.7222,87170,3041700.0,reviewer_rejected
C_strict_c3_mixed_mcts,C_strict,c3,c3_slug_tail_001,1,3,18,0.1667,8387,343590.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_title_case_001,1,7,18,0.3889,42577,1364430.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,escalation_caption_001,1,4,18,0.2222,29052,1195650.0,reviewer_rejected
C_strict_c3_mixed_mcts,C_strict,c3,invoice_alerts_medium_c3_001,1,4,18,0.2222,19169,705390.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,ledger_preview_001,1,4,18,0.2222,10810,419790.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,oncall_brief_medium_c3_001,1,5,18,0.2778,22116,776610.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,quota_snapshot_medium_c3_001,1,4,18,0.2222,18826,658380.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,release_notes_medium_c3_001,1,4,18,0.2222,12144,472140.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,roster_signature_001,0,10,18,0.5556,138858,4545090.0,reviewer_rejected
C_strict_c3_mixed_mcts,C_strict,c3,segment_badge_001,1,7,18,0.3889,17551,636060.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,ticket_digest_medium_c3_001,1,4,18,0.2222,13628,669300.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,transfer_digest_001,0,10,18,0.5556,135021,4416840.0,reviewer_rejected
C_strict_c3_mixed_mcts,C_strict,c3,uptime_rollup_medium_c3_001,1,4,18,0.2222,12078,475020.0,auto_finalized
D_c1_mixed_value,D,c1,board_rollup_001,1,3,18,0.1667,17005,652620.0,auto_finalized
D_c1_mixed_value,D,c1,budget_snapshot_001,0,13,18,0.7222,109750,4065510.0,reviewer_rejected
D_c1_mixed_value,D,c1,contact_card_001,0,5,18,0.2778,24236,1235310.0,reviewer_rejected
D_c1_mixed_value,D,c1,digest_preview_001,0,15,18,0.8333,145196,5119650.0,reviewer_rejected
D_c1_mixed_value,D,c1,incident_brief_001,1,4,18,0.2222,15417,792360.0,auto_finalized
D_c1_mixed_value,D,c1,invoice_footer_001,0,11,18,0.6111,167478,5737770.0,reviewer_rejected
D_c1_mixed_value,D,c1,label_formatter_001,1,7,18,0.3889,44109,1543350.0,auto_finalized
D_c1_mixed_value,D,c1,median_window_001,1,3,18,0.1667,8991,400770.0,auto_finalized
D_c1_mixed_value,D,c1,milestone_rollup_001,1,4,18,0.2222,11764,500010.0,auto_finalized
D_c1_mixed_value,D,c1,nested_app_001,1,5,18,0.2778,14846,614190.0,auto_finalized
D_c1_mixed_value,D,c1,owner_recap_001,1,8,18,0.4444,30267,1125090.0,auto_finalized
D_c1_mixed_value,D,c1,owner_sort_001,1,3,18,0.1667,15140,577410.0,auto_finalized
D_c1_mixed_value,D,c1,priority_snapshot_001,0,0,0,,0,0.0,
D_c1_mixed_value,D,c1,renewal_preview_001,1,2,18,0.1111,8724,552270.0,auto_finalized
D_c1_mixed_value,D,c1,risk_score_001,1,3,18,0.1667,16199,614790.0,auto_finalized
D_c1_mixed_value,D,c1,shipment_preview_001,0,18,18,1.0000,75303,2807850.0,reviewer_rejected
D_c1_mixed_value,D,c1,simple_mean_bug_001,1,3,18,0.1667,9281,395610.0,auto_finalized
D_c1_mixed_value,D,c1,status_slug_001,1,3,18,0.1667,8541,376710.0,auto_finalized
D_c1_mixed_value,D,c1,team_digest_001,1,6,18,0.3333,23708,889500.0,auto_finalized
D_c1_mixed_value,D,c1,workspace_digest_001,1,5,18,0.2778,17985,716100.0,auto_finalized
D_c2_mixed_value,D,c2,assignee_board_001,0,6,18,0.3333,125740,4427310.0,reviewer_rejected
D_c2_mixed_value,D,c2,campaign_header_001,0,18,18,1.0000,71032,2697330.0,reviewer_rejected
D_c2_mixed_value,D,c2,comment_highlight_001,1,4,18,0.2222,12481,525120.0,auto_finalized
D_c2_mixed_value,D,c2,dispatch_preview_001,0,18,18,1.0000,59344,2432250.0,reviewer_rejected
D_c2_mixed_value,D,c2,fee_rounding_001,1,3,18,0.1667,8827,424050.0,auto_finalized
D_c2_mixed_value,D,c2,headline_api_001,1,2,18,0.1111,8321,513240.0,auto_finalized
D_c2_mixed_value,D,c2,incident_brief_c2_001,1,4,18,0.2222,12242,529230.0,auto_finalized
D_c2_mixed_value,D,c2,invoice_summary_001,1,3,18,0.1667,10031,435390.0,auto_finalized
D_c2_mixed_value,D,c2,label_join_001,1,3,18,0.1667,14503,574500.0,auto_finalized
D_c2_mixed_value,D,c2,partner_brief_001,1,5,18,0.2778,20315,778440.0,auto_finalized
D_c2_mixed_value,D,c2,profile_preview_001,0,18,18,1.0000,77037,2860080.0,reviewer_rejected
D_c2_mixed_value,D,c2,queue_digest_001,1,4,18,0.2222,15569,763800.0,auto_finalized
D_c2_mixed_value,D,c2,ratio_guard_001,1,3,18,0.1667,9835,414600.0,auto_finalized
D_c2_mixed_value,D,c2,renewal_banner_001,0,18,18,1.0000,73575,2716260.0,reviewer_rejected
D_c2_mixed_value,D,c2,retry_slot_001,1,5,18,0.2778,26712,1150020.0,auto_finalized
D_c2_mixed_value,D,c2,shipment_digest_001,1,4,18,0.2222,19364,741150.0,auto_finalized
D_c2_mixed_value,D,c2,sprint_rollup_001,1,3,18,0.1667,9310,412200.0,auto_finalized
D_c2_mixed_value,D,c2,tag_visibility_001,1,3,18,0.1667,8717,378030.0,auto_finalized
D_c2_mixed_value,D,c2,timeline_caption_001,0,18,18,1.0000,127060,4475070.0,reviewer_rejected
D_c2_mixed_value,D,c2,window_center_001,1,3,18,0.1667,8692,386790.0,auto_finalized
E_c1_mixed_hindsight,E,c1,board_rollup_001,1,3,18,0.1667,9904,439710.0,auto_finalized
E_c1_mixed_hindsight,E,c1,budget_snapshot_001,1,11,18,0.6111,122674,4462980.0,reviewer_accepted_finalized
E_c1_mixed_hindsight,E,c1,contact_card_001,0,7,18,0.3889,29131,1422270.0,reviewer_rejected
E_c1_mixed_hindsight,E,c1,digest_preview_001,0,0,0,,0,0.0,
E_c1_mixed_hindsight,E,c1,incident_brief_001,1,4,18,0.2222,15555,799890.0,auto_finalized
E_c1_mixed_hindsight,E,c1,invoice_footer_001,1,12,18,0.6667,98635,3500550.0,auto_finalized
E_c1_mixed_hindsight,E,c1,label_formatter_001,1,3,18,0.1667,9400,433230.0,auto_finalized
E_c1_mixed_hindsight,E,c1,median_window_001,1,3,18,0.1667,9071,404430.0,auto_finalized
E_c1_mixed_hindsight,E,c1,milestone_rollup_001,1,4,18,0.2222,18752,709650.0,auto_finalized
E_c1_mixed_hindsight,E,c1,nested_app_001,1,4,18,0.2222,19161,731250.0,auto_finalized
E_c1_mixed_hindsight,E,c1,owner_recap_001,1,8,18,0.4444,30507,1131780.0,auto_finalized
E_c1_mixed_hindsight,E,c1,owner_sort_001,1,3,18,0.1667,8753,385830.0,auto_finalized
E_c1_mixed_hindsight,E,c1,priority_snapshot_001,1,4,18,0.2222,12863,558930.0,auto_finalized
E_c1_mixed_hindsight,E,c1,renewal_preview_001,1,2,18,0.1111,8688,555690.0,auto_finalized
E_c1_mixed_hindsight,E,c1,risk_score_001,1,3,18,0.1667,9338,408870.0,auto_finalized
E_c1_mixed_hindsight,E,c1,shipment_preview_001,0,12,18,0.6667,138789,4858680.0,reviewer_rejected
E_c1_mixed_hindsight,E,c1,simple_mean_bug_001,1,2,18,0.1111,6494,302640.0,auto_finalized
E_c1_mixed_hindsight,E,c1,status_slug_001,1,3,18,0.1667,8541,376110.0,auto_finalized
E_c1_mixed_hindsight,E,c1,team_digest_001,1,6,18,0.3333,38825,1358550.0,auto_finalized
E_c1_mixed_hindsight,E,c1,workspace_digest_001,1,5,18,0.2778,17985,716550.0,auto_finalized
E_c2_mixed_hindsight,E,c2,assignee_board_001,0,14,18,0.7778,140995,4846860.0,reviewer_rejected
E_c2_mixed_hindsight,E,c2,campaign_header_001,1,2,18,0.1111,14814,705900.0,auto_finalized
E_c2_mixed_hindsight,E,c2,comment_highlight_001,0,0,0,,0,0.0,
E_c2_mixed_hindsight,E,c2,dispatch_preview_001,0,12,18,0.6667,126610,4512480.0,reviewer_rejected
E_c2_mixed_hindsight,E,c2,fee_rounding_001,1,3,18,0.1667,8827,424050.0,auto_finalized
E_c2_mixed_hindsight,E,c2,headline_api_001,0,0,0,,0,0.0,
E_c2_mixed_hindsight,E,c2,incident_brief_c2_001,1,4,18,0.2222,19561,748950.0,auto_finalized
E_c2_mixed_hindsight,E,c2,invoice_summary_001,1,3,18,0.1667,9998,434610.0,auto_finalized
E_c2_mixed_hindsight,E,c2,label_join_001,1,3,18,0.1667,8331,363120.0,auto_finalized
E_c2_mixed_hindsight,E,c2,partner_brief_001,0,0,0,,0,0.0,
E_c2_mixed_hindsight,E,c2,profile_preview_001,0,18,18,1.0000,77708,2844300.0,reviewer_rejected
E_c2_mixed_hindsight,E,c2,queue_digest_001,1,4,18,0.2222,20281,907230.0,auto_finalized
E_c2_mixed_hindsight,E,c2,ratio_guard_001,1,3,18,0.1667,9838,414390.0,auto_finalized
E_c2_mixed_hindsight,E,c2,renewal_banner_001,0,18,18,1.0000,64816,2488500.0,reviewer_rejected
E_c2_mixed_hindsight,E,c2,retry_slot_001,1,3,18,0.1667,17162,822300.0,auto_finalized
E_c2_mixed_hindsight,E,c2,shipment_digest_001,1,4,18,0.2222,12140,524640.0,auto_finalized
E_c2_mixed_hindsight,E,c2,sprint_rollup_001,1,3,18,0.1667,9191,406560.0,auto_finalized
E_c2_mixed_hindsight,E,c2,tag_visibility_001,1,3,18,0.1667,8717,378030.0,auto_finalized
E_c2_mixed_hindsight,E,c2,timeline_caption_001,0,18,18,1.0000,61802,2462580.0,reviewer_rejected
E_c2_mixed_hindsight,E,c2,window_center_001,1,3,18,0.1667,8680,394470.0,auto_finalized
F_c1_9b_120b_planner,F,c1,board_rollup_001,1,4,18,0.2222,13928,255000.0,auto_finalized
F_c1_9b_120b_planner,F,c1,budget_snapshot_001,0,18,18,1.0000,69086,1439955.0,reviewer_rejected
F_c1_9b_120b_planner,F,c1,contact_card_001,0,8,18,0.4444,60284,1000653.0,reviewer_rejected
F_c1_9b_120b_planner,F,c1,digest_preview_001,0,8,18,0.4444,35497,773685.0,reviewer_rejected
F_c1_9b_120b_planner,F,c1,incident_brief_001,1,5,18,0.2778,20096,460695.0,auto_finalized
F_c1_9b_120b_planner,F,c1,invoice_footer_001,1,9,18,0.5000,39692,609198.0,auto_finalized
F_c1_9b_120b_planner,F,c1,label_formatter_001,1,11,18,0.6111,112894,1270791.0,auto_finalized
F_c1_9b_120b_planner,F,c1,median_window_001,1,3,18,0.1667,9543,193668.0,auto_finalized
F_c1_9b_120b_planner,F,c1,milestone_rollup_001,0,5,18,0.2778,17379,553791.0,reviewer_rejected
F_c1_9b_120b_planner,F,c1,nested_app_001,0,6,18,0.3333,20528,549387.0,reviewer_rejected
F_c1_9b_120b_planner,F,c1,owner_recap_001,1,3,18,0.1667,12644,434697.0,auto_finalized
F_c1_9b_120b_planner,F,c1,owner_sort_001,1,4,18,0.2222,12669,217251.0,auto_finalized
F_c1_9b_120b_planner,F,c1,priority_snapshot_001,0,4,18,0.2222,15447,563154.0,reviewer_rejected
F_c1_9b_120b_planner,F,c1,renewal_preview_001,0,0,0,,0,0.0,
F_c1_9b_120b_planner,F,c1,risk_score_001,1,4,18,0.2222,13150,229239.0,auto_finalized
F_c1_9b_120b_planner,F,c1,shipment_preview_001,0,18,18,1.0000,97962,1386375.0,reviewer_rejected
F_c1_9b_120b_planner,F,c1,simple_mean_bug_001,1,3,18,0.1667,17360,255474.0,auto_finalized
F_c1_9b_120b_planner,F,c1,status_slug_001,1,3,18,0.1667,9325,185046.0,auto_finalized
F_c1_9b_120b_planner,F,c1,team_digest_001,1,14,18,0.7778,120383,1200774.0,auto_finalized
F_c1_9b_120b_planner,F,c1,workspace_digest_001,1,6,18,0.3333,24173,360303.0,auto_finalized
F_c2_9b_120b_planner,F,c2,assignee_board_001,0,18,18,1.0000,97124,1290144.0,reviewer_rejected
F_c2_9b_120b_planner,F,c2,campaign_header_001,0,3,18,0.1667,14879,789144.0,reviewer_rejected
F_c2_9b_120b_planner,F,c2,comment_highlight_001,1,5,18,0.2778,17623,286368.0,auto_finalized
F_c2_9b_120b_planner,F,c2,dispatch_preview_001,0,9,18,0.5000,85635,1354908.0,reviewer_rejected
F_c2_9b_120b_planner,F,c2,fee_rounding_001,1,3,18,0.1667,16644,383007.0,auto_finalized
F_c2_9b_120b_planner,F,c2,headline_api_001,0,16,18,0.8889,185641,2299806.0,reviewer_rejected
F_c2_9b_120b_planner,F,c2,incident_brief_c2_001,1,4,18,0.2222,21355,315183.0,auto_finalized
F_c2_9b_120b_planner,F,c2,invoice_summary_001,1,4,18,0.2222,13407,246537.0,auto_finalized
F_c2_9b_120b_planner,F,c2,label_join_001,1,3,18,0.1667,10004,312036.0,auto_finalized
F_c2_9b_120b_planner,F,c2,partner_brief_001,1,8,18,0.4444,25930,509427.0,auto_finalized
F_c2_9b_120b_planner,F,c2,profile_preview_001,0,7,18,0.3889,23016,625392.0,reviewer_rejected
F_c2_9b_120b_planner,F,c2,queue_digest_001,1,5,18,0.2778,16484,400881.0,auto_finalized
F_c2_9b_120b_planner,F,c2,ratio_guard_001,1,3,18,0.1667,10466,195981.0,auto_finalized
F_c2_9b_120b_planner,F,c2,renewal_banner_001,1,2,18,0.1111,9982,507420.0,auto_finalized
F_c2_9b_120b_planner,F,c2,retry_slot_001,1,3,18,0.1667,10627,327189.0,auto_finalized
F_c2_9b_120b_planner,F,c2,shipment_digest_001,1,4,18,0.2222,14289,382458.0,auto_finalized
F_c2_9b_120b_planner,F,c2,sprint_rollup_001,1,3,18,0.1667,10142,217596.0,auto_finalized
F_c2_9b_120b_planner,F,c2,tag_visibility_001,1,4,18,0.2222,12257,212988.0,auto_finalized
F_c2_9b_120b_planner,F,c2,timeline_caption_001,0,18,18,1.0000,92564,1818312.0,reviewer_rejected
F_c2_9b_120b_planner,F,c2,window_center_001,1,3,18,0.1667,9292,195849.0,auto_finalized
F_strict_c1_9b_120b_planner,F_strict,c1,board_rollup_001,1,4,18,0.2222,14018,259029.0,auto_finalized
F_strict_c1_9b_120b_planner,F_strict,c1,budget_snapshot_001,1,3,18,0.1667,23845,902805.0,auto_finalized
F_strict_c1_9b_120b_planner,F_strict,c1,contact_card_001,0,18,18,1.0000,71761,1162332.0,reviewer_rejected
F_strict_c1_9b_120b_planner,F_strict,c1,digest_preview_001,0,8,18,0.4444,39561,914934.0,reviewer_rejected
F_strict_c1_9b_120b_planner,F_strict,c1,incident_brief_001,1,5,18,0.2778,23984,504678.0,auto_finalized
F_strict_c1_9b_120b_planner,F_strict,c1,invoice_footer_001,1,4,18,0.2222,15309,396411.0,auto_finalized
F_strict_c1_9b_120b_planner,F_strict,c1,label_formatter_001,1,7,18,0.3889,48248,790098.0,auto_finalized
F_strict_c1_9b_120b_planner,F_strict,c1,median_window_001,1,3,18,0.1667,11976,220560.0,auto_finalized
F_strict_c1_9b_120b_planner,F_strict,c1,milestone_rollup_001,1,5,18,0.2778,26683,431622.0,auto_finalized
F_strict_c1_9b_120b_planner,F_strict,c1,nested_app_001,0,6,18,0.3333,20834,553917.0,reviewer_rejected
F_strict_c1_9b_120b_planner,F_strict,c1,owner_recap_001,1,9,18,0.5000,32916,599052.0,auto_finalized
F_strict_c1_9b_120b_planner,F_strict,c1,owner_sort_001,1,4,18,0.2222,12676,219756.0,auto_finalized
F_strict_c1_9b_120b_planner,F_strict,c1,priority_snapshot_001,0,4,18,0.2222,14094,399906.0,reviewer_rejected
F_strict_c1_9b_120b_planner,F_strict,c1,renewal_preview_001,1,3,18,0.1667,13143,584709.0,auto_finalized
F_strict_c1_9b_120b_planner,F_strict,c1,risk_score_001,1,4,18,0.2222,22592,322209.0,auto_finalized
F_strict_c1_9b_120b_planner,F_strict,c1,shipment_preview_001,0,16,18,0.8889,79225,1527765.0,reviewer_rejected
F_strict_c1_9b_120b_planner,F_strict,c1,simple_mean_bug_001,1,3,18,0.1667,9952,196350.0,auto_finalized
F_strict_c1_9b_120b_planner,F_strict,c1,status_slug_001,1,3,18,0.1667,9320,183558.0,auto_finalized
F_strict_c1_9b_120b_planner,F_strict,c1,team_digest_001,1,5,18,0.2778,16696,342960.0,auto_finalized
F_strict_c1_9b_120b_planner,F_strict,c1,workspace_digest_001,0,0,0,,0,0.0,
F_strict_c2_9b_120b_planner,F_strict,c2,assignee_board_001,0,18,18,1.0000,89698,1570296.0,reviewer_rejected
F_strict_c2_9b_120b_planner,F_strict,c2,campaign_header_001,0,18,18,1.0000,77079,1273353.0,reviewer_rejected
