run_id,variant,case_set,instance_id,solved,planner_tokens_in,planner_tokens_out,planner_model,planner_params_b,planner_bpt,coder_tokens_in,coder_tokens_out,coder_model,coder_params_b,coder_bpt,reviewer_tokens_in,reviewer_tokens_out,reviewer_model,reviewer_params_b,reviewer_bpt,value_tokens_in,value_tokens_out,value_bpt,total_tokens,cost_bpt,cost_usd,mcts_iterations,steps_used,duration_s
B_strict_c3_rafe_linear,B_strict,c3,c3_banner_trim_001,1,588,316,openai/openai/gpt-oss-120b,120.0,108480.0,5409,114,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,165690.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,6427,274170.0,0.00074244,18,3,56.04
B_strict_c3_rafe_linear,B_strict,c3,c3_clamp_floor_001,1,596,327,openai/openai/gpt-oss-120b,120.0,110760.0,5468,88,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,166680.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,6479,277440.0,0.0007476799999999999,18,3,65.17
B_strict_c3_rafe_linear,B_strict,c3,c3_csv_count_001,1,593,341,openai/openai/gpt-oss-120b,120.0,112080.0,5437,97,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,166020.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,6468,278100.0,0.0007556700000000001,18,3,63.23
B_strict_c3_rafe_linear,B_strict,c3,c3_eta_label_001,1,585,338,openai/openai/gpt-oss-120b,120.0,110760.0,5354,108,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,163860.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,6385,274620.0,0.0007491099999999999,18,3,60.4
B_strict_c3_rafe_linear,B_strict,c3,c3_initials_join_001,0,593,403,openai/openai/gpt-oss-120b,120.0,119520.0,46428,688,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,1413480.0,1826,739,openai/openai/gpt-oss-120b,120.0,307800.0,0,0,0.0,50677,1840800.0,0.00495493,18,18,218.25
B_strict_c3_rafe_linear,B_strict,c3,c3_slug_tail_001,1,591,433,openai/openai/gpt-oss-120b,120.0,122880.0,5370,96,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,163980.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,6490,286860.0,0.0008049299999999999,18,3,60.26
B_strict_c3_rafe_linear,B_strict,c3,c3_title_case_001,1,593,455,openai/openai/gpt-oss-120b,120.0,125760.0,32045,630,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,980250.0,1016,373,openai/openai/gpt-oss-120b,120.0,166680.0,0,0,0.0,35112,1272690.0,0.00347815,18,13,223.19
B_strict_c3_rafe_linear,B_strict,c3,escalation_caption_001,0,621,577,openai/openai/gpt-oss-120b,120.0,143760.0,56639,1062,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,1731030.0,2602,751,openai/openai/gpt-oss-120b,120.0,402360.0,0,0,0.0,62252,2277150.0,0.00610873,18,18,292.58
B_strict_c3_rafe_linear,B_strict,c3,invoice_alerts_medium_c3_001,1,671,396,openai/openai/gpt-oss-120b,120.0,128040.0,8196,181,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,251310.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,9444,379350.0,0.00104461,18,4,65.09
B_strict_c3_rafe_linear,B_strict,c3,ledger_preview_001,1,622,418,openai/openai/gpt-oss-120b,120.0,124800.0,24966,866,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,774960.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,26872,899760.0,0.0025838600000000003,18,10,140.18
B_strict_c3_rafe_linear,B_strict,c3,oncall_brief_medium_c3_001,1,672,571,openai/openai/gpt-oss-120b,120.0,149160.0,8308,201,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,255270.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,9752,404430.0,0.00116432,18,4,77.96
B_strict_c3_rafe_linear,B_strict,c3,quota_snapshot_medium_c3_001,1,672,436,openai/openai/gpt-oss-120b,120.0,132960.0,8175,163,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,250140.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,9446,383100.0,0.00106204,18,4,68.45
B_strict_c3_rafe_linear,B_strict,c3,release_notes_medium_c3_001,1,666,524,openai/openai/gpt-oss-120b,120.0,142800.0,8330,183,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,255390.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,9703,398190.0,0.00113194,18,4,65.96
B_strict_c3_rafe_linear,B_strict,c3,roster_signature_001,0,627,500,openai/openai/gpt-oss-120b,120.0,135240.0,61921,1472,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,1901790.0,2166,594,openai/openai/gpt-oss-120b,120.0,331200.0,0,0,0.0,67280,2368230.0,0.00644119,18,18,258.56
B_strict_c3_rafe_linear,B_strict,c3,segment_badge_001,1,619,404,openai/openai/gpt-oss-120b,120.0,122760.0,9392,239,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,288930.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,10654,411690.0,0.00115353,18,5,69.28
B_strict_c3_rafe_linear,B_strict,c3,ticket_digest_medium_c3_001,1,674,483,openai/openai/gpt-oss-120b,120.0,138840.0,8341,167,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,255240.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,9665,394080.0,0.00110494,18,4,79.01
B_strict_c3_rafe_linear,B_strict,c3,transfer_digest_001,0,621,648,openai/openai/gpt-oss-120b,120.0,152280.0,53133,765,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,1616940.0,2405,663,openai/openai/gpt-oss-120b,120.0,368160.0,0,0,0.0,58235,2137380.0,0.005705340000000001,18,18,303.04
B_strict_c3_rafe_linear,B_strict,c3,uptime_rollup_medium_c3_001,1,677,932,openai/openai/gpt-oss-120b,120.0,193080.0,8208,168,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,251280.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,9985,444360.0,0.0013644299999999998,18,4,90.66
C_c1_mixed_mcts,C,c1,board_rollup_001,1,723,445,openai/openai/gpt-oss-120b,120.0,140160.0,8566,170,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,262080.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,9904,402240.0,0.00110833,18,3,63.64
C_c1_mixed_mcts,C,c1,budget_snapshot_001,1,1638,1490,openai/openai/gpt-oss-120b,120.0,375360.0,15750,447,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,485910.0,1291,562,openai/openai/gpt-oss-120b,120.0,222360.0,0,0,0.0,21178,1083630.0,0.0030557100000000005,18,4,172.87
C_c1_mixed_mcts,C,c1,contact_card_001,0,1365,1563,openai/openai/gpt-oss-120b,120.0,351360.0,131556,2307,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,4015890.0,1932,571,openai/openai/gpt-oss-120b,120.0,300360.0,0,0,0.0,139294,4667610.0,0.01294539,18,15,267.66
C_c1_mixed_mcts,C,c1,digest_preview_001,1,1710,1613,openai/openai/gpt-oss-120b,120.0,398760.0,118883,3443,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,3669780.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,125649,4068540.0,0.01169898,18,11,230.66
C_c1_mixed_mcts,C,c1,incident_brief_001,1,791,576,openai/openai/gpt-oss-120b,120.0,164040.0,20605,630,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,637050.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,22602,801090.0,0.00228905,18,4,85.88
C_c1_mixed_mcts,C,c1,invoice_footer_001,1,650,887,openai/openai/gpt-oss-120b,120.0,184440.0,11882,575,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,373710.0,931,469,openai/openai/gpt-oss-120b,120.0,168000.0,0,0,0.0,15394,726150.0,0.00216231,18,2,210.38
C_c1_mixed_mcts,C,c1,label_formatter_001,1,1271,1621,openai/openai/gpt-oss-120b,120.0,347040.0,37089,1133,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,1146660.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,41114,1493700.0,0.004447609999999999,18,5,135.98
C_c1_mixed_mcts,C,c1,median_window_001,1,602,418,openai/openai/gpt-oss-120b,120.0,122400.0,7791,137,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,237840.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,8948,360240.0,0.00100274,18,3,59.56
C_c1_mixed_mcts,C,c1,milestone_rollup_001,1,650,455,openai/openai/gpt-oss-120b,120.0,132600.0,10222,244,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,313980.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,11571,446580.0,0.00125658,18,4,65.99
C_c1_mixed_mcts,C,c1,nested_app_001,0,734,439,openai/openai/gpt-oss-120b,120.0,140760.0,91499,2080,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,2807370.0,2093,612,openai/openai/gpt-oss-120b,120.0,324600.0,0,0,0.0,97457,3272730.0,0.00895697,18,11,334.95
C_c1_mixed_mcts,C,c1,owner_recap_001,1,848,578,openai/openai/gpt-oss-120b,120.0,171120.0,28690,1497,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,905610.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,31613,1076730.0,0.0031883600000000003,18,8,123.13
C_c1_mixed_mcts,C,c1,owner_sort_001,1,613,320,openai/openai/gpt-oss-120b,120.0,111960.0,7690,136,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,234780.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,8759,346740.0,0.00093723,18,3,56.44
C_c1_mixed_mcts,C,c1,priority_snapshot_001,1,679,505,openai/openai/gpt-oss-120b,120.0,142080.0,18529,579,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,573240.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,20292,715320.0,0.00204929,18,4,80.91
C_c1_mixed_mcts,C,c1,renewal_preview_001,1,715,698,openai/openai/gpt-oss-120b,120.0,169560.0,5675,188,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,175890.0,1088,448,openai/openai/gpt-oss-120b,120.0,184320.0,0,0,0.0,8812,529770.0,0.0014646899999999998,18,2,136.06
C_c1_mixed_mcts,C,c1,risk_score_001,1,610,332,openai/openai/gpt-oss-120b,120.0,113040.0,7937,161,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,242940.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,9040,355980.0,0.00097074,18,3,56.71
C_c1_mixed_mcts,C,c1,shipment_preview_001,0,778,523,openai/openai/gpt-oss-120b,120.0,156120.0,72212,1199,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,2202330.0,1763,560,openai/openai/gpt-oss-120b,120.0,278760.0,0,0,0.0,77035,2637210.0,0.007143630000000001,18,6,185.48
C_c1_mixed_mcts,C,c1,simple_mean_bug_001,1,641,244,openai/openai/gpt-oss-120b,120.0,106200.0,8244,126,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,251100.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,9255,357300.0,0.00093735,18,3,52.8
C_c1_mixed_mcts,C,c1,status_slug_001,1,608,284,openai/openai/gpt-oss-120b,120.0,107040.0,7471,147,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,228540.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,8510,335580.0,0.00090044,18,3,57.9
C_c1_mixed_mcts,C,c1,team_digest_001,1,641,365,openai/openai/gpt-oss-120b,120.0,120720.0,21935,561,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,674880.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,23502,795600.0,0.00222703,18,6,79.79
C_c1_mixed_mcts,C,c1,workspace_digest_001,1,863,464,openai/openai/gpt-oss-120b,120.0,159240.0,21952,1590,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,706260.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,24869,865500.0,0.0026092100000000003,18,4,115.47
C_c2_mixed_mcts,C,c2,assignee_board_001,0,655,377,openai/openai/gpt-oss-120b,120.0,123840.0,131738,1728,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,4003980.0,1897,730,openai/openai/gpt-oss-120b,120.0,315240.0,0,0,0.0,137125,4443060.0,0.012069880000000002,18,15,271.59
C_c2_mixed_mcts,C,c2,campaign_header_001,0,635,687,openai/openai/gpt-oss-120b,120.0,158640.0,142603,2293,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,4346880.0,1981,534,openai/openai/gpt-oss-120b,120.0,301800.0,0,0,0.0,148733,4807320.0,0.01317528,18,10,251.13
C_c2_mixed_mcts,C,c2,comment_highlight_001,1,658,511,openai/openai/gpt-oss-120b,120.0,140280.0,10912,188,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,333000.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,12269,473280.0,0.0013308999999999999,18,4,64.76
C_c2_mixed_mcts,C,c2,dispatch_preview_001,0,639,562,openai/openai/gpt-oss-120b,120.0,144120.0,139898,7639,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,4426110.0,1866,797,openai/openai/gpt-oss-120b,120.0,319560.0,0,0,0.0,151401,4889790.0,0.01452191,18,12,547.41
C_c2_mixed_mcts,C,c2,fee_rounding_001,1,596,644,openai/openai/gpt-oss-120b,120.0,148800.0,7416,165,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,227430.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,8821,376230.0,0.00111528,18,3,66.34
C_c2_mixed_mcts,C,c2,headline_api_001,0,590,459,openai/openai/gpt-oss-120b,120.0,125880.0,94876,2364,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,2917200.0,2086,692,openai/openai/gpt-oss-120b,120.0,333360.0,0,0,0.0,101067,3376440.0,0.009344000000000002,18,10,310.34
C_c2_mixed_mcts,C,c2,incident_brief_c2_001,1,663,543,openai/openai/gpt-oss-120b,120.0,144720.0,8228,187,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,252450.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,9621,397170.0,0.00113585,18,3,68.07
C_c2_mixed_mcts,C,c2,invoice_summary_001,1,630,449,openai/openai/gpt-oss-120b,120.0,129480.0,8600,160,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,262800.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,9839,392280.0,0.0010967,18,3,61.79
C_c2_mixed_mcts,C,c2,label_join_001,1,586,379,openai/openai/gpt-oss-120b,120.0,115800.0,7324,153,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,224310.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,8442,340110.0,0.00094406,18,3,56.43
C_c2_mixed_mcts,C,c2,partner_brief_001,1,1337,1447,openai/openai/gpt-oss-120b,120.0,334080.0,11682,294,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,359280.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,14760,693360.0,0.00208563,18,5,98.5
C_c2_mixed_mcts,C,c2,profile_preview_001,0,1378,1453,openai/openai/gpt-oss-120b,120.0,339720.0,68201,915,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,2073480.0,1759,745,openai/openai/gpt-oss-120b,120.0,300480.0,0,0,0.0,74451,2713680.0,0.00750163,18,18,233.98
C_c2_mixed_mcts,C,c2,queue_digest_001,1,656,836,openai/openai/gpt-oss-120b,120.0,179040.0,12066,273,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,370170.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,13831,549210.0,0.0016417200000000002,18,3,78.65
C_c2_mixed_mcts,C,c2,ratio_guard_001,1,1209,1380,openai/openai/gpt-oss-120b,120.0,310680.0,36694,678,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,1121160.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,39961,1431840.0,0.00413471,18,7,118.32
C_c2_mixed_mcts,C,c2,renewal_banner_001,1,629,601,openai/openai/gpt-oss-120b,120.0,147600.0,5403,257,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,169800.0,924,449,openai/openai/gpt-oss-120b,120.0,164760.0,0,0,0.0,8263,482160.0,0.00136715,18,2,139.21
C_c2_mixed_mcts,C,c2,retry_slot_001,1,1211,1432,openai/openai/gpt-oss-120b,120.0,317160.0,35158,804,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,1078860.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,38605,1396020.0,0.00407861,18,5,121.8
C_c2_mixed_mcts,C,c2,shipment_digest_001,1,657,472,openai/openai/gpt-oss-120b,120.0,135480.0,10624,176,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,324000.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,11929,459480.0,0.00128095,18,4,64.06
C_c2_mixed_mcts,C,c2,sprint_rollup_001,1,649,964,openai/openai/gpt-oss-120b,120.0,193560.0,8016,191,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,246210.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,9820,439770.0,0.0013705100000000001,18,3,76.68
C_c2_mixed_mcts,C,c2,tag_visibility_001,1,584,539,openai/openai/gpt-oss-120b,120.0,134760.0,7359,149,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,225240.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,8631,360000.0,0.00104144,18,3,62.44
C_c2_mixed_mcts,C,c2,timeline_caption_001,0,637,543,openai/openai/gpt-oss-120b,120.0,141600.0,82021,1112,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,2493990.0,1676,538,openai/openai/gpt-oss-120b,120.0,265680.0,0,0,0.0,86527,2901270.0,0.00786859,18,18,234.22
C_c2_mixed_mcts,C,c2,window_center_001,1,588,381,openai/openai/gpt-oss-120b,120.0,116280.0,7508,153,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,229830.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,8630,346110.0,0.00096028,18,3,60.82
C_c3_mixed_mcts,C,c3,alert_subject_001,0,620,590,openai/openai/gpt-oss-120b,120.0,145200.0,67780,1175,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,2068650.0,1572,813,openai/openai/gpt-oss-120b,120.0,286200.0,0,0,0.0,72550,2500050.0,0.006922,18,16,243.21
C_c3_mixed_mcts,C,c3,backlog_health_medium_c3_001,1,670,400,openai/openai/gpt-oss-120b,120.0,128400.0,12699,275,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,389220.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,14044,517620.0,0.00143342,18,4,59.47
C_c3_mixed_mcts,C,c3,c3_banner_trim_001,1,588,309,openai/openai/gpt-oss-120b,120.0,107640.0,7350,197,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,226410.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,8444,334050.0,0.00091676,18,3,52.65
C_c3_mixed_mcts,C,c3,c3_clamp_floor_001,1,596,503,openai/openai/gpt-oss-120b,120.0,131880.0,7365,128,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,224790.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,8592,356670.0,0.00101624,18,3,54.67
C_c3_mixed_mcts,C,c3,c3_csv_count_001,1,593,332,openai/openai/gpt-oss-120b,120.0,111000.0,7318,137,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,223650.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,8380,334650.0,0.0009119500000000001,18,3,52.22
C_c3_mixed_mcts,C,c3,c3_eta_label_001,1,585,383,openai/openai/gpt-oss-120b,120.0,116160.0,7333,169,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,225060.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,8470,341220.0,0.00095151,18,3,53.97
C_c3_mixed_mcts,C,c3,c3_initials_join_001,0,593,510,openai/openai/gpt-oss-120b,120.0,132360.0,91724,1802,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,2805780.0,2936,1597,openai/openai/gpt-oss-120b,120.0,543960.0,0,0,0.0,99162,3482100.0,0.00963603,18,11,276.61
C_c3_mixed_mcts,C,c3,c3_slug_tail_001,1,591,430,openai/openai/gpt-oss-120b,120.0,122520.0,7428,145,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,227190.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,8594,349710.0,0.00098149,18,3,53.61
C_c3_mixed_mcts,C,c3,c3_title_case_001,1,593,353,openai/openai/gpt-oss-120b,120.0,113520.0,79162,2192,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,2440620.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,82300,2554140.0,0.00724747,18,10,147.12
C_c3_mixed_mcts,C,c3,escalation_caption_001,0,621,605,openai/openai/gpt-oss-120b,120.0,147120.0,142532,8481,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,4530390.0,2317,682,openai/openai/gpt-oss-120b,120.0,359880.0,0,0,0.0,155238,5037390.0,0.01499014,18,18,489.98
C_c3_mixed_mcts,C,c3,invoice_alerts_medium_c3_001,1,671,433,openai/openai/gpt-oss-120b,120.0,132480.0,17012,437,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,523470.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,18553,655950.0,0.0018437700000000002,18,4,66.26
C_c3_mixed_mcts,C,c3,ledger_preview_001,1,622,449,openai/openai/gpt-oss-120b,120.0,128520.0,9506,253,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,292770.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,10830,421290.0,0.00119402,18,4,59.81
C_c3_mixed_mcts,C,c3,oncall_brief_medium_c3_001,1,672,596,openai/openai/gpt-oss-120b,120.0,152160.0,17628,501,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,543870.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,19397,696030.0,0.00200892,18,4,72.77
C_c3_mixed_mcts,C,c3,quota_snapshot_medium_c3_001,1,672,471,openai/openai/gpt-oss-120b,120.0,137160.0,10437,284,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,321630.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,11864,458790.0,0.00129788,18,4,61.69
C_c3_mixed_mcts,C,c3,release_notes_medium_c3_001,1,666,473,openai/openai/gpt-oss-120b,120.0,136680.0,10574,272,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,325380.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,11985,462060.0,0.00130578,18,4,59.43
C_c3_mixed_mcts,C,c3,roster_signature_001,0,627,591,openai/openai/gpt-oss-120b,120.0,146160.0,75244,1703,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,2308410.0,1728,530,openai/openai/gpt-oss-120b,120.0,270960.0,0,0,0.0,80423,2725530.0,0.0075222100000000005,18,4,178.79
C_c3_mixed_mcts,C,c3,segment_badge_001,1,619,493,openai/openai/gpt-oss-120b,120.0,133440.0,43342,712,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,1321620.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,45166,1455060.0,0.00405537,18,13,85.51
C_c3_mixed_mcts,C,c3,ticket_digest_medium_c3_001,1,674,445,openai/openai/gpt-oss-120b,120.0,134280.0,10662,283,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,328350.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,12064,462630.0,0.0013003,18,4,60.66
C_c3_mixed_mcts,C,c3,transfer_digest_001,0,621,597,openai/openai/gpt-oss-120b,120.0,146160.0,120872,4257,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,3753870.0,2233,741,openai/openai/gpt-oss-120b,120.0,356880.0,0,0,0.0,129321,4256910.0,0.012092620000000002,18,11,384.05
C_c3_mixed_mcts,C,c3,uptime_rollup_medium_c3_001,1,1379,1420,openai/openai/gpt-oss-120b,120.0,335880.0,10590,286,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,326280.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,13675,662160.0,0.00198613,18,4,89.35
C_strict_c1_mixed_mcts,C_strict,c1,board_rollup_001,1,723,480,openai/openai/gpt-oss-120b,120.0,144360.0,15656,391,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,481410.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,17250,625770.0,0.00175841,18,3,94.69
C_strict_c1_mixed_mcts,C_strict,c1,budget_snapshot_001,1,1557,1750,openai/openai/gpt-oss-120b,120.0,396840.0,15739,425,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,484920.0,1089,455,openai/openai/gpt-oss-120b,120.0,185280.0,0,0,0.0,21015,1067040.0,0.00309802,18,4,273.26
C_strict_c1_mixed_mcts,C_strict,c1,contact_card_001,0,670,722,openai/openai/gpt-oss-120b,120.0,167040.0,25224,592,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,774480.0,1480,369,openai/openai/gpt-oss-120b,120.0,221880.0,0,0,0.0,29057,1163400.0,0.00316078,18,5,230.94
C_strict_c1_mixed_mcts,C_strict,c1,digest_preview_001,1,816,874,openai/openai/gpt-oss-120b,120.0,202800.0,24154,1036,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,755700.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,26880,958500.0,0.0028692,18,4,144.57
C_strict_c1_mixed_mcts,C_strict,c1,incident_brief_001,1,791,1024,openai/openai/gpt-oss-120b,120.0,217800.0,12182,277,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,373770.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,14274,591570.0,0.00178517,18,4,88.36
C_strict_c1_mixed_mcts,C_strict,c1,invoice_footer_001,1,650,819,openai/openai/gpt-oss-120b,120.0,176280.0,92238,2446,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,30.0,2840520.0,0,0,openai/openai/gpt-oss-120b,120.0,0.0,0,0,0.0,96153,3016800.0,0.00865282,18,10,256.93
