run_id,variant,case_set,instance_id,solved,steps_used,effective_steps,tree_nodes,steps_allowed,solve_fraction,total_tokens,cost_bpt,stopped_reason
B_strict_c3_rafe_linear,B_strict,c3,invoice_alerts_medium_c3_001,1,4,5,5,18,0.2222,9444,379350.0,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,ledger_preview_001,1,10,11,11,18,0.5556,26872,899760.0,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,oncall_brief_medium_c3_001,1,4,5,5,18,0.2222,9752,404430.0,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,quota_snapshot_medium_c3_001,1,4,5,5,18,0.2222,9446,383100.0,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,release_notes_medium_c3_001,1,4,5,5,18,0.2222,9703,398190.0,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,roster_signature_001,0,36,38,38,18,2.0000,113670,2368230.0,reviewer_rejected
B_strict_c3_rafe_linear,B_strict,c3,segment_badge_001,1,5,6,6,18,0.2778,10654,411690.0,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,ticket_digest_medium_c3_001,1,4,5,5,18,0.2222,9665,394080.0,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,transfer_digest_001,0,36,38,38,18,2.0000,116522,2137380.0,reviewer_rejected
B_strict_c3_rafe_linear,B_strict,c3,uptime_rollup_medium_c3_001,1,4,5,5,18,0.2222,9985,444360.0,auto_finalized
C_c1_mixed_mcts,C,c1,board_rollup_001,1,3,4,4,18,0.1667,9904,402240.0,auto_finalized
C_c1_mixed_mcts,C,c1,budget_snapshot_001,1,22,24,24,18,1.2222,79744,1083630.0,auto_finalized
C_c1_mixed_mcts,C,c1,contact_card_001,0,27,35,35,18,1.5000,184250,4667610.0,reviewer_rejected
C_c1_mixed_mcts,C,c1,digest_preview_001,1,11,13,13,18,0.6111,125649,4068540.0,auto_finalized
C_c1_mixed_mcts,C,c1,incident_brief_001,1,4,5,5,18,0.2222,22602,801090.0,auto_finalized
C_c1_mixed_mcts,C,c1,invoice_footer_001,1,20,22,22,18,1.1111,140716,726150.0,auto_finalized
C_c1_mixed_mcts,C,c1,label_formatter_001,1,5,6,6,18,0.2778,41114,1493700.0,auto_finalized
C_c1_mixed_mcts,C,c1,median_window_001,1,3,4,4,18,0.1667,8948,360240.0,auto_finalized
C_c1_mixed_mcts,C,c1,milestone_rollup_001,1,4,5,5,18,0.2222,11571,446580.0,auto_finalized
C_c1_mixed_mcts,C,c1,nested_app_001,0,26,41,41,18,1.4444,242929,3272730.0,reviewer_rejected
C_c1_mixed_mcts,C,c1,owner_recap_001,1,8,9,9,18,0.4444,31613,1076730.0,auto_finalized
C_c1_mixed_mcts,C,c1,owner_sort_001,1,3,4,4,18,0.1667,8759,346740.0,auto_finalized
C_c1_mixed_mcts,C,c1,priority_snapshot_001,1,4,5,5,18,0.2222,20292,715320.0,auto_finalized
C_c1_mixed_mcts,C,c1,renewal_preview_001,1,20,22,22,18,1.1111,64003,529770.0,auto_finalized
C_c1_mixed_mcts,C,c1,risk_score_001,1,3,4,4,18,0.1667,9040,355980.0,auto_finalized
C_c1_mixed_mcts,C,c1,shipment_preview_001,0,24,39,39,18,1.3333,133289,2637210.0,reviewer_rejected
C_c1_mixed_mcts,C,c1,simple_mean_bug_001,1,3,4,4,18,0.1667,9255,357300.0,auto_finalized
C_c1_mixed_mcts,C,c1,status_slug_001,1,3,4,4,18,0.1667,8510,335580.0,auto_finalized
C_c1_mixed_mcts,C,c1,team_digest_001,1,6,7,7,18,0.3333,23502,795600.0,auto_finalized
C_c1_mixed_mcts,C,c1,workspace_digest_001,1,4,5,5,18,0.2222,24869,865500.0,auto_finalized
C_c2_mixed_mcts,C,c2,assignee_board_001,0,27,43,43,18,1.5000,274730,4443060.0,reviewer_rejected
C_c2_mixed_mcts,C,c2,campaign_header_001,0,28,40,40,18,1.5556,204898,4807320.0,reviewer_rejected
C_c2_mixed_mcts,C,c2,comment_highlight_001,1,4,5,5,18,0.2222,12269,473280.0,auto_finalized
C_c2_mixed_mcts,C,c2,dispatch_preview_001,0,27,41,41,18,1.5000,283145,4889790.0,reviewer_rejected
C_c2_mixed_mcts,C,c2,fee_rounding_001,1,3,4,4,18,0.1667,8821,376230.0,auto_finalized
C_c2_mixed_mcts,C,c2,headline_api_001,0,28,41,41,18,1.5556,222919,3376440.0,reviewer_rejected
C_c2_mixed_mcts,C,c2,incident_brief_c2_001,1,3,4,4,18,0.1667,9621,397170.0,auto_finalized
C_c2_mixed_mcts,C,c2,invoice_summary_001,1,3,4,4,18,0.1667,9839,392280.0,auto_finalized
C_c2_mixed_mcts,C,c2,label_join_001,1,3,4,4,18,0.1667,8442,340110.0,auto_finalized
C_c2_mixed_mcts,C,c2,partner_brief_001,1,5,6,6,18,0.2778,14760,693360.0,auto_finalized
C_c2_mixed_mcts,C,c2,profile_preview_001,0,36,38,38,18,2.0000,131971,2713680.0,reviewer_rejected
C_c2_mixed_mcts,C,c2,queue_digest_001,1,3,4,4,18,0.1667,13831,549210.0,auto_finalized
C_c2_mixed_mcts,C,c2,ratio_guard_001,1,7,10,10,18,0.3889,39961,1431840.0,auto_finalized
C_c2_mixed_mcts,C,c2,renewal_banner_001,1,20,22,22,18,1.1111,69113,482160.0,auto_finalized
C_c2_mixed_mcts,C,c2,retry_slot_001,1,5,7,7,18,0.2778,38605,1396020.0,auto_finalized
C_c2_mixed_mcts,C,c2,shipment_digest_001,1,4,5,5,18,0.2222,11929,459480.0,auto_finalized
C_c2_mixed_mcts,C,c2,sprint_rollup_001,1,3,4,4,18,0.1667,9820,439770.0,auto_finalized
C_c2_mixed_mcts,C,c2,tag_visibility_001,1,3,4,4,18,0.1667,8631,360000.0,auto_finalized
C_c2_mixed_mcts,C,c2,timeline_caption_001,0,36,38,38,18,2.0000,144912,2901270.0,reviewer_rejected
C_c2_mixed_mcts,C,c2,window_center_001,1,3,4,4,18,0.1667,8630,346110.0,auto_finalized
C_c3_mixed_mcts,C,c3,alert_subject_001,0,34,40,40,18,1.8889,152795,2500050.0,reviewer_rejected
C_c3_mixed_mcts,C,c3,backlog_health_medium_c3_001,1,4,5,5,18,0.2222,14044,517620.0,auto_finalized
C_c3_mixed_mcts,C,c3,c3_banner_trim_001,1,3,4,4,18,0.1667,8444,334050.0,auto_finalized
C_c3_mixed_mcts,C,c3,c3_clamp_floor_001,1,3,4,4,18,0.1667,8592,356670.0,auto_finalized
C_c3_mixed_mcts,C,c3,c3_csv_count_001,1,3,4,4,18,0.1667,8380,334650.0,auto_finalized
C_c3_mixed_mcts,C,c3,c3_eta_label_001,1,3,4,4,18,0.1667,8470,341220.0,auto_finalized
C_c3_mixed_mcts,C,c3,c3_initials_join_001,0,25,43,43,18,1.3889,187787,3482100.0,reviewer_rejected
C_c3_mixed_mcts,C,c3,c3_slug_tail_001,1,3,4,4,18,0.1667,8594,349710.0,auto_finalized
C_c3_mixed_mcts,C,c3,c3_title_case_001,1,10,17,17,18,0.5556,82300,2554140.0,auto_finalized
C_c3_mixed_mcts,C,c3,escalation_caption_001,0,36,38,38,18,2.0000,237721,5037390.0,reviewer_rejected
C_c3_mixed_mcts,C,c3,invoice_alerts_medium_c3_001,1,4,5,5,18,0.2222,18553,655950.0,auto_finalized
C_c3_mixed_mcts,C,c3,ledger_preview_001,1,4,5,5,18,0.2222,10830,421290.0,auto_finalized
C_c3_mixed_mcts,C,c3,oncall_brief_medium_c3_001,1,4,5,5,18,0.2222,19397,696030.0,auto_finalized
C_c3_mixed_mcts,C,c3,quota_snapshot_medium_c3_001,1,4,5,5,18,0.2222,11864,458790.0,auto_finalized
C_c3_mixed_mcts,C,c3,release_notes_medium_c3_001,1,4,5,5,18,0.2222,11985,462060.0,auto_finalized
C_c3_mixed_mcts,C,c3,roster_signature_001,0,10,28,28,18,0.5556,99239,2725530.0,reviewer_rejected
C_c3_mixed_mcts,C,c3,segment_badge_001,1,13,14,14,18,0.7222,45166,1455060.0,auto_finalized
C_c3_mixed_mcts,C,c3,ticket_digest_medium_c3_001,1,4,5,5,18,0.2222,12064,462630.0,auto_finalized
C_c3_mixed_mcts,C,c3,transfer_digest_001,0,26,40,40,18,1.4444,251696,4256910.0,reviewer_rejected
C_c3_mixed_mcts,C,c3,uptime_rollup_medium_c3_001,1,4,5,5,18,0.2222,13675,662160.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,board_rollup_001,1,3,4,4,18,0.1667,17250,625770.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,budget_snapshot_001,1,16,26,26,18,0.8889,112960,1067040.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,contact_card_001,0,16,18,18,18,0.8889,94225,1163400.0,reviewer_rejected
C_strict_c1_mixed_mcts,C_strict,c1,digest_preview_001,1,4,5,5,18,0.2222,26880,958500.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,incident_brief_001,1,4,5,5,18,0.2222,14274,591570.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,invoice_footer_001,1,10,15,15,18,0.5556,96153,3016800.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,label_formatter_001,1,3,4,4,18,0.1667,9156,369180.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,median_window_001,1,3,4,4,18,0.1667,8948,361410.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,milestone_rollup_001,1,4,5,5,18,0.2222,11559,443340.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,nested_app_001,1,5,6,6,18,0.2778,14826,564120.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,owner_recap_001,1,25,27,27,18,1.3889,104093,1225980.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,owner_sort_001,1,3,4,4,18,0.1667,8753,346380.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,priority_snapshot_001,1,4,5,5,18,0.2222,20495,733560.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,renewal_preview_001,1,22,24,24,18,1.2222,62846,675390.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,risk_score_001,0,0,0,0,0,,0,0.0,
C_strict_c1_mixed_mcts,C_strict,c1,shipment_preview_001,0,24,39,39,18,1.3333,134291,2066700.0,reviewer_rejected
C_strict_c1_mixed_mcts,C_strict,c1,simple_mean_bug_001,1,3,4,4,18,0.1667,9404,368700.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,status_slug_001,1,3,4,4,18,0.1667,8536,340140.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,team_digest_001,1,6,7,7,18,0.3333,23673,806310.0,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,workspace_digest_001,1,4,5,5,18,0.2222,14640,558900.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,assignee_board_001,0,31,39,39,18,1.7222,190823,3536190.0,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,campaign_header_001,0,33,36,36,18,1.8333,157075,1962270.0,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,comment_highlight_001,1,4,5,5,18,0.2222,19466,676230.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,dispatch_preview_001,0,19,40,40,18,1.0556,187822,2583630.0,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,fee_rounding_001,1,3,4,4,18,0.1667,8495,343950.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,headline_api_001,1,10,23,23,18,0.5556,132949,4110870.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,incident_brief_c2_001,0,36,38,38,18,2.0000,178728,2950050.0,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,invoice_summary_001,1,3,4,4,18,0.1667,17026,609600.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,label_join_001,1,3,4,4,18,0.1667,8370,336870.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,partner_brief_001,1,4,5,5,18,0.2222,11239,457320.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,profile_preview_001,1,30,35,35,18,1.6667,171437,1982760.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,queue_digest_001,1,4,5,5,18,0.2222,11891,466530.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,ratio_guard_001,0,36,38,38,18,2.0000,232179,4007250.0,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,renewal_banner_001,1,3,4,4,18,0.1667,9332,399390.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,retry_slot_001,1,5,7,7,18,0.2778,32381,1207860.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,shipment_digest_001,1,4,5,5,18,0.2222,11849,452580.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,sprint_rollup_001,1,3,4,4,18,0.1667,9330,381330.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,tag_visibility_001,1,3,4,4,18,0.1667,8520,340560.0,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,timeline_caption_001,0,28,42,42,18,1.5556,166519,3909000.0,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,window_center_001,1,3,4,4,18,0.1667,8452,333390.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,alert_subject_001,0,28,40,40,18,1.5556,180412,3711390.0,reviewer_rejected
C_strict_c3_mixed_mcts,C_strict,c3,backlog_health_medium_c3_001,1,4,5,5,18,0.2222,13431,652860.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_banner_trim_001,1,3,4,4,18,0.1667,8642,344130.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_clamp_floor_001,1,3,4,4,18,0.1667,14615,531960.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_csv_count_001,1,3,4,4,18,0.1667,8379,333810.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_eta_label_001,1,3,4,4,18,0.1667,8396,338460.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_initials_join_001,0,27,42,42,18,1.5000,197612,3041700.0,reviewer_rejected
C_strict_c3_mixed_mcts,C_strict,c3,c3_slug_tail_001,1,3,4,4,18,0.1667,8387,343590.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_title_case_001,1,7,9,9,18,0.3889,42577,1364430.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,escalation_caption_001,1,19,26,26,18,1.0556,114525,1195650.0,reviewer_rejected
C_strict_c3_mixed_mcts,C_strict,c3,invoice_alerts_medium_c3_001,1,4,5,5,18,0.2222,19169,705390.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,ledger_preview_001,1,4,5,5,18,0.2222,10810,419790.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,oncall_brief_medium_c3_001,1,5,6,6,18,0.2778,22116,776610.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,quota_snapshot_medium_c3_001,1,4,5,5,18,0.2222,18826,658380.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,release_notes_medium_c3_001,1,4,5,5,18,0.2222,12144,472140.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,roster_signature_001,0,16,29,29,18,0.8889,158602,4545090.0,reviewer_rejected
C_strict_c3_mixed_mcts,C_strict,c3,segment_badge_001,1,7,8,8,18,0.3889,17551,636060.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,ticket_digest_medium_c3_001,1,4,5,5,18,0.2222,13628,669300.0,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,transfer_digest_001,0,21,44,44,18,1.1667,237290,4416840.0,reviewer_rejected
C_strict_c3_mixed_mcts,C_strict,c3,uptime_rollup_medium_c3_001,1,4,5,5,18,0.2222,12078,475020.0,auto_finalized
D_c1_mixed_value,D,c1,board_rollup_001,1,3,4,4,18,0.1667,17005,652620.0,auto_finalized
D_c1_mixed_value,D,c1,budget_snapshot_001,0,31,40,40,18,1.7222,165057,4065510.0,reviewer_rejected
D_c1_mixed_value,D,c1,contact_card_001,0,23,25,25,18,1.2778,153520,1235310.0,reviewer_rejected
D_c1_mixed_value,D,c1,digest_preview_001,0,33,39,39,18,1.8333,272843,5119650.0,reviewer_rejected
D_c1_mixed_value,D,c1,incident_brief_001,1,4,5,5,18,0.2222,15417,792360.0,auto_finalized
D_c1_mixed_value,D,c1,invoice_footer_001,0,26,42,42,18,1.4444,305000,5737770.0,reviewer_rejected
D_c1_mixed_value,D,c1,label_formatter_001,1,7,8,8,18,0.3889,44109,1543350.0,auto_finalized
D_c1_mixed_value,D,c1,median_window_001,1,3,4,4,18,0.1667,8991,400770.0,auto_finalized
D_c1_mixed_value,D,c1,milestone_rollup_001,1,4,5,5,18,0.2222,11764,500010.0,auto_finalized
D_c1_mixed_value,D,c1,nested_app_001,1,5,6,6,18,0.2778,14846,614190.0,auto_finalized
D_c1_mixed_value,D,c1,owner_recap_001,1,8,9,9,18,0.4444,30267,1125090.0,auto_finalized
D_c1_mixed_value,D,c1,owner_sort_001,1,3,4,4,18,0.1667,15140,577410.0,auto_finalized
D_c1_mixed_value,D,c1,priority_snapshot_001,0,0,0,0,0,,0,0.0,
D_c1_mixed_value,D,c1,renewal_preview_001,1,20,22,22,18,1.1111,83181,552270.0,auto_finalized
D_c1_mixed_value,D,c1,risk_score_001,1,3,4,4,18,0.1667,16199,614790.0,auto_finalized
D_c1_mixed_value,D,c1,shipment_preview_001,0,36,38,38,18,2.0000,143928,2807850.0,reviewer_rejected
D_c1_mixed_value,D,c1,simple_mean_bug_001,1,3,4,4,18,0.1667,9281,395610.0,auto_finalized
D_c1_mixed_value,D,c1,status_slug_001,1,3,4,4,18,0.1667,8541,376710.0,auto_finalized
D_c1_mixed_value,D,c1,team_digest_001,1,6,7,7,18,0.3333,23708,889500.0,auto_finalized
D_c1_mixed_value,D,c1,workspace_digest_001,1,5,6,6,18,0.2778,17985,716100.0,auto_finalized
D_c2_mixed_value,D,c2,assignee_board_001,0,14,43,43,18,0.7778,244843,4427310.0,reviewer_rejected
D_c2_mixed_value,D,c2,campaign_header_001,0,32,40,40,18,1.7778,157897,2697330.0,reviewer_rejected
D_c2_mixed_value,D,c2,comment_highlight_001,1,4,5,5,18,0.2222,12481,525120.0,auto_finalized
D_c2_mixed_value,D,c2,dispatch_preview_001,0,31,39,39,18,1.7222,156951,2432250.0,reviewer_rejected
D_c2_mixed_value,D,c2,fee_rounding_001,1,3,4,4,18,0.1667,8827,424050.0,auto_finalized
D_c2_mixed_value,D,c2,headline_api_001,1,13,25,25,18,0.7222,135003,513240.0,auto_finalized
D_c2_mixed_value,D,c2,incident_brief_c2_001,1,4,5,5,18,0.2222,12242,529230.0,auto_finalized
D_c2_mixed_value,D,c2,invoice_summary_001,1,3,4,4,18,0.1667,10031,435390.0,auto_finalized
D_c2_mixed_value,D,c2,label_join_001,1,3,4,4,18,0.1667,14503,574500.0,auto_finalized
D_c2_mixed_value,D,c2,partner_brief_001,1,5,6,6,18,0.2778,20315,778440.0,auto_finalized
D_c2_mixed_value,D,c2,profile_preview_001,0,31,39,39,18,1.7222,155895,2860080.0,reviewer_rejected
D_c2_mixed_value,D,c2,queue_digest_001,1,4,5,5,18,0.2222,15569,763800.0,auto_finalized
D_c2_mixed_value,D,c2,ratio_guard_001,1,3,4,4,18,0.1667,9835,414600.0,auto_finalized
D_c2_mixed_value,D,c2,renewal_banner_001,0,36,38,38,18,2.0000,141055,2716260.0,reviewer_rejected
D_c2_mixed_value,D,c2,retry_slot_001,1,5,7,7,18,0.2778,26712,1150020.0,auto_finalized
D_c2_mixed_value,D,c2,shipment_digest_001,1,4,5,5,18,0.2222,19364,741150.0,auto_finalized
D_c2_mixed_value,D,c2,sprint_rollup_001,1,3,4,4,18,0.1667,9310,412200.0,auto_finalized
D_c2_mixed_value,D,c2,tag_visibility_001,1,3,4,4,18,0.1667,8717,378030.0,auto_finalized
D_c2_mixed_value,D,c2,timeline_caption_001,0,36,38,38,18,2.0000,184307,4475070.0,reviewer_rejected
D_c2_mixed_value,D,c2,window_center_001,1,3,4,4,18,0.1667,8692,386790.0,auto_finalized
E_c1_mixed_hindsight,E,c1,board_rollup_001,1,3,4,4,18,0.1667,9904,439710.0,auto_finalized
E_c1_mixed_hindsight,E,c1,budget_snapshot_001,1,29,40,40,18,1.6111,194906,4462980.0,reviewer_accepted_finalized
E_c1_mixed_hindsight,E,c1,contact_card_001,0,25,27,27,18,1.3889,143102,1422270.0,reviewer_rejected
E_c1_mixed_hindsight,E,c1,digest_preview_001,0,0,0,0,0,,0,0.0,
E_c1_mixed_hindsight,E,c1,incident_brief_001,1,4,5,5,18,0.2222,15555,799890.0,auto_finalized
E_c1_mixed_hindsight,E,c1,invoice_footer_001,1,23,34,34,18,1.2778,241300,3500550.0,auto_finalized
E_c1_mixed_hindsight,E,c1,label_formatter_001,1,3,4,4,18,0.1667,9400,433230.0,auto_finalized
E_c1_mixed_hindsight,E,c1,median_window_001,1,3,4,4,18,0.1667,9071,404430.0,auto_finalized
E_c1_mixed_hindsight,E,c1,milestone_rollup_001,1,4,5,5,18,0.2222,18752,709650.0,auto_finalized
E_c1_mixed_hindsight,E,c1,nested_app_001,1,4,5,5,18,0.2222,19161,731250.0,auto_finalized
E_c1_mixed_hindsight,E,c1,owner_recap_001,1,8,9,9,18,0.4444,30507,1131780.0,auto_finalized
E_c1_mixed_hindsight,E,c1,owner_sort_001,1,3,4,4,18,0.1667,8753,385830.0,auto_finalized
E_c1_mixed_hindsight,E,c1,priority_snapshot_001,1,4,5,5,18,0.2222,12863,558930.0,auto_finalized
E_c1_mixed_hindsight,E,c1,renewal_preview_001,1,20,22,22,18,1.1111,62748,555690.0,auto_finalized
E_c1_mixed_hindsight,E,c1,risk_score_001,1,3,4,4,18,0.1667,9338,408870.0,auto_finalized
E_c1_mixed_hindsight,E,c1,shipment_preview_001,0,30,42,42,18,1.6667,201829,4858680.0,reviewer_rejected
E_c1_mixed_hindsight,E,c1,simple_mean_bug_001,1,2,3,3,18,0.1111,6494,302640.0,auto_finalized
E_c1_mixed_hindsight,E,c1,status_slug_001,1,3,4,4,18,0.1667,8541,376110.0,auto_finalized
E_c1_mixed_hindsight,E,c1,team_digest_001,1,6,8,8,18,0.3333,38825,1358550.0,auto_finalized
E_c1_mixed_hindsight,E,c1,workspace_digest_001,1,5,6,6,18,0.2778,17985,716550.0,auto_finalized
E_c2_mixed_hindsight,E,c2,assignee_board_001,0,23,40,40,18,1.2778,261436,4846860.0,reviewer_rejected
E_c2_mixed_hindsight,E,c2,campaign_header_001,1,20,22,22,18,1.1111,72416,705900.0,auto_finalized
E_c2_mixed_hindsight,E,c2,comment_highlight_001,0,0,0,0,0,,0,0.0,
E_c2_mixed_hindsight,E,c2,dispatch_preview_001,0,30,41,41,18,1.6667,185145,4512480.0,reviewer_rejected
E_c2_mixed_hindsight,E,c2,fee_rounding_001,1,3,4,4,18,0.1667,8827,424050.0,auto_finalized
E_c2_mixed_hindsight,E,c2,headline_api_001,0,0,0,0,0,,0,0.0,
E_c2_mixed_hindsight,E,c2,incident_brief_c2_001,1,4,5,5,18,0.2222,19561,748950.0,auto_finalized
E_c2_mixed_hindsight,E,c2,invoice_summary_001,1,3,4,4,18,0.1667,9998,434610.0,auto_finalized
E_c2_mixed_hindsight,E,c2,label_join_001,1,3,4,4,18,0.1667,8331,363120.0,auto_finalized
E_c2_mixed_hindsight,E,c2,partner_brief_001,0,0,0,0,0,,0,0.0,
E_c2_mixed_hindsight,E,c2,profile_preview_001,0,31,39,39,18,1.7222,144533,2844300.0,reviewer_rejected
E_c2_mixed_hindsight,E,c2,queue_digest_001,1,4,5,5,18,0.2222,20281,907230.0,auto_finalized
E_c2_mixed_hindsight,E,c2,ratio_guard_001,1,3,4,4,18,0.1667,9838,414390.0,auto_finalized
E_c2_mixed_hindsight,E,c2,renewal_banner_001,0,36,38,38,18,2.0000,126318,2488500.0,reviewer_rejected
E_c2_mixed_hindsight,E,c2,retry_slot_001,1,3,4,4,18,0.1667,17162,822300.0,auto_finalized
E_c2_mixed_hindsight,E,c2,shipment_digest_001,1,4,5,5,18,0.2222,12140,524640.0,auto_finalized
E_c2_mixed_hindsight,E,c2,sprint_rollup_001,1,3,4,4,18,0.1667,9191,406560.0,auto_finalized
E_c2_mixed_hindsight,E,c2,tag_visibility_001,1,3,4,4,18,0.1667,8717,378030.0,auto_finalized
E_c2_mixed_hindsight,E,c2,timeline_caption_001,0,36,38,38,18,2.0000,111271,2462580.0,reviewer_rejected
E_c2_mixed_hindsight,E,c2,window_center_001,1,3,4,4,18,0.1667,8680,394470.0,auto_finalized
F_c1_9b_120b_planner,F,c1,board_rollup_001,1,4,5,5,18,0.2222,13928,255000.0,auto_finalized
F_c1_9b_120b_planner,F,c1,budget_snapshot_001,0,36,38,38,18,2.0000,149914,1439955.0,reviewer_rejected
F_c1_9b_120b_planner,F,c1,contact_card_001,0,16,18,18,18,0.8889,103524,1000653.0,reviewer_rejected
F_c1_9b_120b_planner,F,c1,digest_preview_001,0,16,18,18,18,0.8889,66775,773685.0,reviewer_rejected
F_c1_9b_120b_planner,F,c1,incident_brief_001,1,5,6,6,18,0.2778,20096,460695.0,auto_finalized
F_c1_9b_120b_planner,F,c1,invoice_footer_001,1,9,10,10,18,0.5000,39692,609198.0,auto_finalized
F_c1_9b_120b_planner,F,c1,label_formatter_001,1,11,18,18,18,0.6111,112894,1270791.0,auto_finalized
F_c1_9b_120b_planner,F,c1,median_window_001,1,3,4,4,18,0.1667,9543,193668.0,auto_finalized
F_c1_9b_120b_planner,F,c1,milestone_rollup_001,0,9,11,11,18,0.5000,28703,553791.0,reviewer_rejected
F_c1_9b_120b_planner,F,c1,nested_app_001,0,21,27,27,18,1.1667,152965,549387.0,reviewer_rejected
F_c1_9b_120b_planner,F,c1,owner_recap_001,1,21,23,23,18,1.1667,89530,434697.0,auto_finalized
F_c1_9b_120b_planner,F,c1,owner_sort_001,1,4,5,5,18,0.2222,12669,217251.0,auto_finalized
F_c1_9b_120b_planner,F,c1,priority_snapshot_001,0,8,10,10,18,0.4444,27541,563154.0,reviewer_rejected
F_c1_9b_120b_planner,F,c1,renewal_preview_001,0,0,0,0,0,,0,0.0,
F_c1_9b_120b_planner,F,c1,risk_score_001,1,4,5,5,18,0.2222,13150,229239.0,auto_finalized
F_c1_9b_120b_planner,F,c1,shipment_preview_001,0,36,38,38,18,2.0000,169337,1386375.0,reviewer_rejected
F_c1_9b_120b_planner,F,c1,simple_mean_bug_001,1,3,4,4,18,0.1667,17360,255474.0,auto_finalized
F_c1_9b_120b_planner,F,c1,status_slug_001,1,3,4,4,18,0.1667,9325,185046.0,auto_finalized
F_c1_9b_120b_planner,F,c1,team_digest_001,1,14,16,16,18,0.7778,120383,1200774.0,auto_finalized
F_c1_9b_120b_planner,F,c1,workspace_digest_001,1,6,7,7,18,0.3333,24173,360303.0,auto_finalized
F_c2_9b_120b_planner,F,c2,assignee_board_001,0,35,39,39,18,1.9444,195533,1290144.0,reviewer_rejected
F_c2_9b_120b_planner,F,c2,campaign_header_001,0,21,23,23,18,1.1667,76363,789144.0,reviewer_rejected
F_c2_9b_120b_planner,F,c2,comment_highlight_001,1,5,6,6,18,0.2778,17623,286368.0,auto_finalized
F_c2_9b_120b_planner,F,c2,dispatch_preview_001,0,27,33,33,18,1.5000,156120,1354908.0,reviewer_rejected
F_c2_9b_120b_planner,F,c2,fee_rounding_001,1,3,4,4,18,0.1667,16644,383007.0,auto_finalized
